,EARNINGS,S,EXP,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC
283,17.1,16.0,6.403846,1.0,0.0,1981.0,30.0,29.0,38565.0,242.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.381696874333379,5.493878575598828,0.9999999885630093,1.2711831587353117e-08,1.1142287092980041e-10,-1.1632126373228857e-09,0.9999999840207403,1.5423958998894705e-08,-2.071424809457767e-09,3.134952741845609e-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9590697,0.6929477,0.8892412,0.696775,-0.5948889,1.759821,0.9613954,0.905473,0.843353,87288.0,65.0,115.0,127.0,11.0,12.0,11.0,12.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,40.0,9.096154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
284,18.75,17.0,0.3653846,1.0,0.0,1984.0,27.0,28.0,54040.0,289.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.322791,0.102096,1.062757,0.6834037,-0.1103813,0.7209071,1.046608,0.8867283,0.6207973,80760.0,67.0,135.0,125.0,14.0,12.0,14.0,12.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,40.0,2.423077,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
285,21.37,16.0,6.980769,1.0,0.0,1983.0,28.0,28.0,246474.0,1627.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2954046,-0.1140607,-1.14939,-0.1941085,0.3379045,0.4086004,-0.5099694,-0.4911622,-0.6741613,28489.0,64.0,138.0,135.0,16.0,14.0,16.0,14.854134564198977,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,45.0,1.173077,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
286,10.3,15.0,2.807692,1.0,0.0,1983.0,28.0,31.0,20500.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3849131,0.5996482,-0.0662427,0.3094538,-0.7231465,0.534521,-0.0654102,0.1275187,0.2840609,54452.0,65.0,180.0,156.0,16.0,12.0,16.0,12.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,40.0,3.326923,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
287,24.94,18.0,6.461538,1.0,0.0,1981.0,30.0,18.0,53592.524837557125,259.07684137831586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.591416057260417,6.454886545403383,0.9999999869211122,1.2390904302606032e-08,9.397873590444306e-10,9.312461912713843e-11,0.9999999858507529,1.6035935246350164e-08,-4.713989198990021e-09,3.2359945834059545e-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.339481,-0.128899,0.9248272,0.9247032,0.0756043,-0.6488773,0.9544054,0.8556852,0.4240582,81343.0,65.0,155.0,185.0,13.0,10.0,13.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,40.0,6.038462,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
288,13.0,18.0,4.865385,1.0,0.0,1981.0,30.0,35.0,53000.0,322.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.210031936419334,6.366142519099029,0.9999999870876024,1.365993407276278e-08,-1.5058621016805773e-09,1.095377122339869e-09,0.9999999852935337,1.7243760197516167e-08,-3.177840435242274e-09,9.83703785095713e-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4294775,0.292269,0.5778642,0.0310126,0.5888193,1.699354,0.4746838,0.3717207,0.46363,54214.0,67.0,225.0,232.0,14.0,12.0,14.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,38.0,2.326923,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
289,20.43,18.0,3.961539,1.0,0.0,1980.0,31.0,27.0,61762.04829949942,383.1802259203381,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.409683693265457,8.341422054610788,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3998832,-0.262048,1.383287,0.3979638,1.671377,1.952249,0.5274199,0.5363907,0.597539,67479.0,67.0,148.0,160.0,16.0,14.0,16.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,40.0,3.557692,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
290,15.38,16.0,3.865385,1.0,0.0,1984.0,27.0,26.0,67182.0,422.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2169684,-0.3406995,-0.0415193,-0.9142141,0.0912448,-0.5716487,-0.2247131,-0.4241253,-0.2042206,25970.0,61.0,115.0,115.0,16.0,18.0,16.0,18.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,40.0,5.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
291,11.81,12.0,6.615385,1.0,0.0,1984.0,27.0,36.0,50010.0,314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2550825,-0.4898158,-0.8255221,0.8137999,0.4072849,-0.7402701,-0.2216952,-0.0695947,-0.7018316,44898.0,67.0,118.0,135.0,12.0,12.0,12.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,40.0,5.288462,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
292,18.46,17.0,6.961538,1.0,0.0,1980.0,31.0,31.0,32010.0,253.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.333447214811216,6.955825737358751,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.163902,0.7476169,0.9573677,1.128394,0.6057094,-0.7899514,1.107708,1.117934,0.9088372,91328.0,65.0,135.0,135.0,12.0,13.0,12.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,50.0,5.307693,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
293,15.26,13.0,3.788461,1.0,0.0,1980.0,31.0,26.0,34006.0,314.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.017140400243143,5.674514352216875,0.0,1.0,0.0,0.0,0.9999999832881938,1.567815921532656e-08,-2.2567991919686392e-10,1.7605197299985775e-09,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3093091,-0.7344391,-0.2903643,0.601509,0.4555202,0.359853,-0.1120591,-0.0325255,-0.5468962,43622.0,68.0,148.0,150.0,14.0,12.0,14.106974193424783,12.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,40.0,0.7307692,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
294,50.0,17.0,7.019231,1.0,0.0,1981.0,30.0,24.0,45000.0,283.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.892580021252158,5.3849204540805005,0.999999986042041,1.7773307714463726e-08,-4.578739609684135e-09,1.0399725525189751e-09,0.9999999718295953,2.1657958981791126e-08,-2.9208906404676327e-09,1.061025844961705e-08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1768361,0.4038216,0.6623809,0.5335148,0.4171981,1.151413,0.195348,0.3975373,0.5681893,60806.0,64.0,135.0,154.0,12.0,12.0,12.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,25.0,2.884615,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
295,11.87,12.0,8.730769,1.0,0.0,1984.0,27.0,19.0,28000.0,176.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0291801,-0.7106444,0.1764446,0.185142,-0.4631857,0.7177902,-0.1311991,-0.0901405,-0.2852685,50494.0,64.0,208.0,160.0,11.0,12.0,11.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,40.0,3.538461,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
296,9.36,14.0,8.903846,1.0,0.0,1981.0,30.0,33.0,70500.0,367.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.28127455359386,6.772477685422999,0.99999998780507,1.2443086117031044e-08,-1.1128653554237644e-09,1.1970193725119316e-09,0.9999999844371059,1.6569686067668954e-08,2.1232970937035134e-10,-8.581180210853745e-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8033958,0.6735967,0.0674284,0.2833238,-0.3373747,0.7758328,-0.2383455,0.0612007,0.3947797,43619.0,71.0,220.0,280.0,15.0,14.0,15.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.687113274624608,40.0,5.307693,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
297,13.15,15.0,4.769231,1.0,0.0,1981.0,30.0,24.0,21102.399928639297,100.15861356570053,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.792792682646784,4.929993377339926,0.9999999849128887,1.3254807029738913e-08,-1.2735266174956905e-09,3.6319347529456536e-09,0.9999999961357124,2.764537043731252e-09,5.8560183369138485e-09,-4.7661892210726364e-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2142309,-0.3804615,0.3320988,0.6225658,1.115223,0.4585379,0.1040007,0.2199993,-0.0261828,54845.0,69.0,275.0,320.0,12.0,10.0,11.963543393382608,10.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,40.0,3.211539,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
298,21.1,16.0,8.673077,1.0,0.0,1982.0,29.0,32.0,50600.0,264.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4980587,0.7828608,0.3745801,1.199923,0.3085146,-0.1429126,0.5913221,0.7984067,0.6168447,78206.0,67.0,160.0,175.0,11.0,12.0,11.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,24.0,1.903846,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
299,15.5,13.0,7.903846,1.0,0.0,1984.0,27.0,20.0,69700.0,372.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4436898,0.717912,1.444194,-0.1625811,0.3842043,0.9185151,0.8375102,0.6830581,1.152609,81336.0,66.0,210.0,205.0,12.0,11.0,12.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,40.0,5.980769,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
300,18.4,12.0,8.519231,1.0,0.0,1984.0,27.0,27.0,58800.0,370.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1826233,-0.5706345,0.6368377,-0.0979131,-0.0934005,0.2287572,0.1181111,0.0416014,0.0349126,39779.0,62.0,135.0,153.0,4.0,12.0,4.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,38.0,3.807692,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
301,23.0,13.0,10.34615,1.0,0.0,1981.0,30.0,38.0,51050.0,310.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.694199665640532,6.3527429138688944,0.9999999884077393,1.3328561365710812e-08,-1.241181823985471e-09,-2.531184151166599e-10,0.9999999853591071,1.5864284108602078e-08,-3.821778671309062e-09,3.0245050908206395e-09,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.709625,-1.069128,0.6034417,-1.462712,-0.0218291,0.0648803,-0.518399,-0.7388294,-0.248732,24565.0,65.0,124.0,121.0,9.0,9.0,9.0,9.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,27.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
302,13.5,18.0,7.769231,1.0,0.0,1982.0,29.0,32.0,60660.0,480.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0954681,0.7270845,0.7182069,0.6327532,0.8235431,0.5253391,0.3442339,0.5541573,0.7703487,64858.0,67.0,115.0,115.0,13.0,16.0,13.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,35.0,4.730769,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
303,26.15,17.0,6.75,1.0,0.0,1982.0,29.0,24.0,108200.0,680.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.441583,0.3776289,0.4401917,0.0125764,-0.2793829,1.528963,0.4669619,0.3553105,0.4357329,69261.0,67.0,150.0,152.0,18.0,14.0,18.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,50.0,4.826923,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
304,15.5,20.0,2.769231,1.0,0.0,1982.0,29.0,29.0,82635.72166570036,456.91436858820884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9232242,0.9604343,1.40546,0.9412514,1.428421,1.452289,1.157047,1.18316,1.261285,91993.0,61.0,130.0,150.0,19.0,16.0,19.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,12.0,0.8846154,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
305,17.0,12.0,13.25,1.0,0.0,1980.0,31.0,17.0,72000.0,375.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.774739264960338,6.455058615482713,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2298732,-0.3417284,0.6571113,-0.2179725,-0.1841438,-1.091039,-0.0401142,-0.037696,0.1677944,43916.0,63.0,125.0,140.0,7.0,10.0,11.0,10.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,40.0,4.461538,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
306,15.21,19.0,3.057692,1.0,0.0,1982.0,29.0,25.0,66160.0,306.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3680582,0.9149026,0.3467786,0.4154263,0.8687152,-0.8273719,0.5485213,0.5716717,0.6724336,80569.0,67.0,155.0,170.0,16.0,16.0,16.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,40.0,0.6923077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
307,41.35,18.0,3.519231,1.0,0.0,1982.0,29.0,29.0,49800.0,303.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6250601,0.8853071,0.317865,0.2320236,-0.053687,0.7522454,-0.0133459,0.2260721,0.641232,53674.0,66.0,140.0,140.0,12.0,12.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,40.0,1.769231,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
308,14.53,17.0,6.903846,1.0,0.0,1980.0,31.0,24.0,49000.0,298.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.106503266218624,8.129046105650303,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5085722,0.4368632,0.6726802,0.4350684,0.4881629,0.1619333,0.5839385,0.5739155,0.591302,76601.0,61.0,139.0,159.0,13.0,14.0,13.0,14.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,37.0,4.288462,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
309,18.32,16.0,7.788462,1.0,0.0,1981.0,30.0,31.0,61500.0,374.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.507244916076289,5.385899765409945,0.9999999867959128,1.379161806980278e-08,-5.2012172346849184e-11,-2.2579538239142494e-10,0.9999999846349876,1.4739240938865805e-08,-2.1421318052716742e-09,3.272094595274666e-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.344809,0.9001168,1.942363,1.403883,0.3456481,0.1883074,1.519697,1.563954,1.515437,97208.0,69.0,150.0,167.0,16.0,14.0,16.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,42.0,5.038462,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
310,21.57,20.0,3.25,1.0,0.0,1982.0,29.0,23.0,78015.0,417.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.317976,0.8124564,1.234203,1.452235,0.8261809,1.249694,0.7366984,1.067449,1.091045,84094.0,66.0,142.0,139.0,12.0,17.0,12.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,20.0,1.980769,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
311,20.75,16.0,8.519231,1.0,0.0,1980.0,31.0,37.0,44134.0,277.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.87854260483023,8.27664538520655,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.007262,0.7817656,0.3145967,0.6672371,-0.0077416,-1.11161,0.8543826,0.7747439,0.5842729,77970.0,63.0,125.0,165.0,10.0,9.0,10.0,9.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,40.0,8.153846,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
312,10.0,14.0,0.6153846,1.0,0.0,1984.0,27.0,25.0,40000.0,251.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,6.008396008582324,0.0,0.0,0.0,1.0,0.9999999711153373,2.0604531414392113e-08,3.974946150009373e-09,5.4083999501131075e-09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2209841,0.7793797,0.3888482,1.005684,-0.9890951,-0.4120663,0.4420139,0.6695369,0.6225971,81311.0,67.0,220.0,280.0,12.0,13.0,12.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,35.0,0.6153846,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
313,14.75,14.0,8.75,1.0,0.0,1981.0,30.0,26.0,76750.0,410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.229494356333156,6.040164492664175,0.9999999855851989,1.356415069153627e-08,3.927191905006566e-10,8.657021766111939e-10,0.9999999875733208,1.4108019641412284e-08,-8.409564156153237e-10,-5.746185749444521e-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0682467,0.3150348,0.6968548,-0.0347156,0.7177413,0.1555805,0.3151142,0.2919122,0.5392255,62803.0,63.0,115.0,140.0,14.0,16.0,14.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,38.0,6.134615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
